Item Code,Description / Inventory Details,Company,Customer,LOT,Lot Number,NEXT RENEWAL,HOLDS,INVT ATTR,QTY BKD,On Hand:Qty,,Available:Qty,,On Order:Qty,,On Receipt:Qty,,On Non-Shippable Hold:Qty,,In Transit:Qty,,On Shippable Hold:Qty,,On Hand:Gross Wgt by LBS,Available:Gross Wgt by LBS,On Order:Gross Wgt by LBS,On Receipt:Gross Wgt by LBS,On Non-Shippable Hold:Gross Wgt by LBS,In Transit:Gross Wgt by LBS,On Shippable Hold:Gross Wgt by LBS,On Hand:Net Wgt by LBS,Available:Net Wgt by LBS,On Order:Net Wgt by LBS,On Receipt:Net Wgt by LBS,On Non-Shippable Hold:Net Wgt by LBS,In Transit:Net Wgt by LBS,On Shippable Hold:Net Wgt by LBS,On Non-Shippable Hold:HOLDS,On Shippable Hold:HOLDS
62412,CRAB FLAVORED SEAFOOD COMBO (6/5LB),W2,LMFOO,01624E,EMERALD SEA BRAND (USA),multiple,,,"CS, PLT=27CS",27,CS,27,CS,0,CS,0,CS,0,CS,0,CS,0,CS,861.3,861.3,0,0,0,0,0,810,810,0,0,0,0,0,,
62412,CRAB FLAVORED SEAFOOD COMBO (6/5LB),W2,LMFOO,06424E,EMERALD SEA BRAND (USA),multiple,,,"CS, PLT=63CS",1101,CS,1101,CS,0,CS,0,CS,0,CS,0,CS,0,CS,35121.9,35121.9,0,0,0,0,0,33030,33030,0,0,0,0,0,,
62414,CRAB FLAVORED SEAFOOD COMBO (4/2.5LB),W2,LMFOO,4424,ISABELLE'S BRAND (USA),multiple,,,"CS, PLT=160CS",614,CS,294,CS,320,CS,0,CS,0,CS,0,CS,0,CS,7061,3381,3680,0,0,0,0,6140,2940,3200,0,0,0,0,,
62414,CRAB FLAVORED SEAFOOD COMBO (4/2.5LB),W2,LMFOO,04424E,ISABELLE'S BRAND (USA),multiple,,,"CS, PLT=160CS",480,CS,0,CS,480,CS,0,CS,0,CS,0,CS,0,CS,5520,0,5520,0,0,0,0,4800,0,4800,0,0,0,0,,
62415,CHUNK COMBO IMITN CRAB MEAT (6/5LB),W2,LMFOO,04424E,ISABELLE'S BRAND (USA),multiple,,,"CS, PLT=63CS",92,CS,0,CS,92,CS,0,CS,0,CS,0,CS,0,CS,2898,0,2898,0,0,0,0,2760,0,2760,0,0,0,0,,
62415,CHUNK COMBO IMITN CRAB MEAT (6/5LB),W2,LMFOO,6524,ISABELLE'S BRAND (USA),multiple,,,"CS, PLT=63CS",1132,CS,324,CS,808,CS,0,CS,0,CS,0,CS,0,CS,35658,10206,25452,0,0,0,0,33960,9720,24240,0,0,0,0,,
82400,SEAFOOD SHRIMP SALAD (5/2LB),W2,LMFOO,14423,NO BRAND (USA),multiple,,,"CS, PLT=126CS",66,CS,66,CS,0,CS,0,CS,0,CS,0,CS,0,CS,778.8,778.8,0,0,0,0,0,660,660,0,0,0,0,0,,
82402,SFD SHRIMP SALAD IMITATION CRAB MEAT,W2,LMFOO,15223,AQUAMAR BRAND (USA),multiple,,,"CS, PLT=54CS",362,CS,362,CS,0,CS,0,CS,0,CS,0,CS,0,CS,10878.1,10878.1,0,0,0,0,0,10136,10136,0,0,0,0,0,,
92405,SUSHI SUPREME SHRED STYLE (12/2.5LB),W2,LMFOO,24023,KANIMI BRAND (USA),multiple,,,"CS, PLT=38CS",10,CS,10,CS,0,CS,0,CS,0,CS,0,CS,0,CS,316,316,0,0,0,0,0,300,300,0,0,0,0,0,,
92405,SUSHI SUPREME SHRED STYLE (12/2.5LB),W2,LMFOO,25623E,KANIMI BRAND (USA),multiple,,,"CS, PLT=69CS",766,CS,766,CS,0,CS,0,CS,0,CS,0,CS,0,CS,24205.6,24205.6,0,0,0,0,0,22980,22980,0,0,0,0,0,,
92410,KANIMI FANCY SHRED STYLE (12/2.5LB),W2,LMFOO,33422E,KS11 ICM BRAND (USA),multiple,CUST(18) CUST(45),,"CS, PLT=45CS",63,CS,0,CS,0,CS,0,CS,63,CS,0,CS,0,CS,1984.5,0,0,0,1984.5,0,0,1890,0,0,0,1890,0,0,,
TEMPTALE,TEMPTALE,W2,LMFOO,CA77526,TEMP RECORDER-SENSITECH,multiple,,,"CS, PLT=1CS",20,CS,20,CS,0,CS,0,CS,0,CS,0,CS,0,CS,400,400,0,0,0,0,0,400,400,0,0,0,0,0,,
